   1.0000000      9.99999940395355224609375000000000000E-0002
   1001.0000      1.17986008957357206954980048630022986E-0007
   2001.0000      2.51160202947737763182993631802256359E-0008
   3001.0000      7.86751351056707686204494407194263585E-0009
   4001.0000      1.82296169601257989466280128830289810E-0009
   5001.0000     -9.76873278345841960714328949913174631E-0010
   6001.0000     -2.49853480339790661220163728258070232E-0009
   7001.0000     -3.41638701400444652110588051156830186E-0009
   8001.0000     -4.01227835770375807354461210435460942E-0009
   9001.0000     -4.42091307199204094083753788567380397E-0009
   10001.000     -4.71326232316241646358685112047240583E-0009
   11001.000     -4.92960217025642098026556624307682879E-0009
   12001.000     -5.09416884742848431628767785670710611E-0009
   13001.000     -5.22225563479067723262478680579635390E-0009
   14001.000     -5.32389920222096829829078644124894929E-0009
   15001.000     -5.40590766030788760757350828095790930E-0009
   16001.000     -5.47303115827038837937264943283635931E-0009
   17001.000     -5.52866564853342047735863900895156222E-0009
   18001.000     -5.57529107269124126385808624351169228E-0009
   19001.000     -5.61475262606072044064063136529489813E-0009
   20001.000     -5.64844618785917448037797352690668886E-0009
   21001.000     -5.67744349698779483015335563302877079E-0009
   22001.000     -5.70257845384701320388778140358487307E-0009
   23001.000     -5.72450775738016953198169988629148088E-0009
   24001.000     -5.74375424342579873502548189174841379E-0009
   25001.000     -5.76073834290109816144367115598640317E-0009
   26001.000     -5.77580124106779549937584108739500794E-0009
   27001.000     -5.78922214884729455499208981666685342E-0009
   28001.000     -5.80123133685907082639869615491712286E-0009
   29001.000     -5.81202007991859788700239585593786391E-0009
   30001.000     -5.82174832146902113886140373960843471E-0009
   31001.000     -5.83055063640802932725021406601671196E-0009
   32001.000     -5.83854091075519088694203884983122209E-0009
   33001.000     -5.84581604430152604270200014958458311E-0009
   34001.000     -5.85245890259701420453897397103810321E-0009
   35001.000     -5.85854068729820328240959535495972731E-0009
   36001.000     -5.86412285225752577911467988627643813E-0009
   37001.000     -5.86925866218954880772309371862197610E-0009
   38001.000     -5.87399446813035818090828859078922100E-0009
   39001.000     -5.87837075700892795215580027226124802E-0009
   40001.000     -5.88242301992092457250525718965590337E-0009
   41001.000     -5.88618247403180249417397212690009035E-0009
   42001.000     -5.88967666564462816496363950309652616E-0009
   43001.000     -5.89292997627467072572383766978280522E-0009
   44001.000     -5.89596404915797960571824417919468933E-0009
   45001.000     -5.89879815017603257850398953404934723E-0009
   46001.000     -5.90144947447384420264111381702776725E-0009
   47001.000     -5.90393340791330969060639163433703413E-0009
   48001.000     -5.90626375080803108822366708573997737E-0009
   49001.000     -5.90845291003269065140092608825012048E-0009
   50001.000     -5.91051206451467157658200554592818721E-0009
   51001.000     -5.91245130824090586219704654441302436E-0009
   52001.000     -5.91427977420474098708312202617281130E-0009
   53001.000     -5.91600574214173821950921482317368330E-0009
   54001.000     -5.91763673243305409924755027230571675E-0009
   55001.000     -5.91917958816948961426930632826912188E-0009
   56001.000     -5.92064054705193721165648864205254430E-0009
   57001.000     -5.92202530454177044925146387847349364E-0009
   58001.000     -5.92333906945733560695011052025289196E-0009
   59001.000     -5.92458661303184007200095744900425071E-0009
   60001.000     -5.92577231229695131036336941264679407E-0009
   61001.000     -5.92690018852997983165246284654559417E-0009
   62001.000     -5.92797394139630226430773962238392105E-0009
   63001.000     -5.92899697932918457574211376084046101E-0009
   64001.000     -5.92997244661353996076939312293721280E-0009
   65001.000     -5.93090324757607240030624729099209964E-0009
   66001.000     -5.93179206822980682211571975389101258E-0009
   67001.000     -5.93264139567462081189116000046549019E-0009
   68001.000     -5.93345353551577639139272995431339160E-0009
   69001.000     -5.93423062752853240662986110721939518E-0009
   70001.000     -5.93497465976780971260329811050874725E-0009
   71001.000     -5.93568748129684288894056122235559588E-0009
   72001.000     -5.93637081368716635639718501588345331E-0009
   73001.000     -5.93702626142363292630877531592609715E-0009
   74001.000     -5.93765532133201562162214983134311313E-0009
   75001.000     -5.93825939113273453854790192441690958E-0009
   76001.000     -5.93883977721207221470014475293506375E-0009
   77001.000     -5.93939770169163365265913794707337416E-0009
   78001.000     -5.93993430886755073760517803895068217E-0009
   79001.000     -5.94045067108283841491538566305159103E-0009
   80001.000     -5.94094779408922263808852936336766168E-0009
   81001.000     -5.94142662194854214665212545179437407E-0009
   82001.000     -5.94188804151836169576015636222089474E-0009
   83001.000     -5.94233288656162419289368285648248242E-0009
   84001.000     -5.94276194151592815123377731521338276E-0009
   85001.000     -5.94317594495427174082292036656137395E-0009
   86001.000     -5.94357559276579245741385598297327693E-0009
   87001.000     -5.94396154108209762961551757311308038E-0009
   88001.000     -5.94433440897217861756230410205879336E-0009
   89001.000     -5.94469478092658989510490552246018285E-0009
